code,date,big1000,big400,retail,people
4996,20260918,65.91,77.8,4.73,784.0
4997,20260918,17.41,42.96,14.56,271.0
4999,20260918,27.29,41.28,43.68,46545.0
5006,20260918,8.25,10.67,58.21,14005.0
5007,20260918,84.24,87.56,4.3,4896.0
5009,20260918,43.42,49.27,33.84,80900.0
5011,20260918,39.56,48.43,29.42,33735.0
5013,20260918,81.84,87.47,5.19,9017.0
5014,20260918,26.84,37.97,39.51,52388.0
5015,20260918,42.22,52.09,34.39,26573.0
5016,20260918,59.94,65.96,17.26,2625.0
5017,20260918,0.0,0.0,99.99,6850.0
5201,20260918,37.24,57.25,20.04,13506.0
5202,20260918,48.62,52.87,31.02,44017.0
5203,20260918,33.11,42.97,35.56,31878.0
5204,20260918,18.86,18.86,42.23,1372.0
5205,20260918,71.26,74.44,13.5,1722.0
5206,20260918,80.83,85.35,6.5,4621.0
5207,20260918,14.82,38.6,23.7,2907.0
5209,20260918,50.88,52.81,31.18,4236.0
5210,20260918,39.83,48.3,26.57,39204.0
5211,20260918,40.88,47.96,36.46,7577.0
5212,20260918,66.95,78.41,10.98,9979.0
5213,20260918,85.01,86.96,8.24,21118.0
5215,20260918,42.71,53.37,29.48,5366.0
5216,20260918,57.64,82.4,8.11,401.0
5220,20260918,19.65,44.69,32.67,7613.0
5221,20260918,0.0,11.31,53.6,346.0
5222,20260918,24.17,32.87,44.26,33799.0
5223,20260918,54.18,62.23,24.82,2739.0
5225,20260918,37.93,44.67,36.84,8409.0
5226,20260918,31.51,52.74,17.83,400.0
5227,20260918,18.08,27.49,49.19,58855.0
5228,20260918,44.94,55.68,28.22,3564.0
5229,20260918,89.3,96.51,1.02,129.0
5230,20260918,10.27,25.31,50.42,29826.0
5232,20260918,99.99,99.99,0.0,5.0
5233,20260918,82.42,85.35,6.98,2998.0
5234,20260918,58.52,64.8,17.61,11948.0
5236,20260918,60.89,62.47,26.24,6878.0
5238,20260918,78.62,83.48,6.54,691.0
5239,20260918,16.98,30.08,22.36,601.0
5240,20260918,30.32,55.39,7.02,521.0
5242,20260918,58.6,72.3,7.35,1115.0
5243,20260918,49.66,56.55,30.96,30245.0
5244,20260918,28.6,48.17,30.99,9519.0
5245,20260918,41.79,58.57,26.36,3879.0
5246,20260918,21.0,33.61,47.12,8703.0
5247,20260918,68.74,75.94,5.66,510.0
5248,20260918,56.84,59.24,26.98,1882.0
5250,20260918,97.08,97.08,2.48,209.0
5251,20260918,29.21,33.49,53.02,35446.0
5253,20260918,58.2,81.05,2.96,224.0
5254,20260918,70.32,75.67,11.87,670.0
5256,20260918,61.23,69.01,13.79,1875.0
5257,20260918,73.71,79.64,5.43,809.0
5258,20260918,39.31,50.52,29.93,25563.0
5259,20260918,74.45,82.07,10.04,2363.0
5262,20260918,31.97,55.99,16.19,8072.0
5263,20260918,42.64,55.17,24.38,26872.0
5265,20260918,0.0,0.0,56.09,123.0
5267,20260918,46.59,62.14,17.52,1353.0
5269,20260918,54.74,60.33,27.87,33384.0
5271,20260918,100.0,100.0,0.0,1.0
5272,20260918,10.26,23.91,59.69,45751.0
5274,20260918,21.71,34.54,32.36,36184.0
5275,20260918,0.0,30.86,11.94,144.0
5276,20260918,85.29,88.33,7.06,933.0
5278,20260918,77.89,82.93,6.93,4252.0
5279,20260918,91.86,94.52,0.04,20.0
5282,20260918,59.25,85.81,2.79,278.0
5283,20260918,52.32,60.98,31.34,27593.0
5284,20260918,49.63,57.08,27.37,9119.0
5285,20260918,53.59,64.17,25.14,12007.0
5286,20260918,69.95,79.97,9.66,910.0
5287,20260918,45.75,57.93,32.03,10018.0
5288,20260918,59.24,69.5,14.52,2885.0
5289,20260918,18.69,30.01,48.65,79900.0
5291,20260918,18.68,44.67,31.85,5282.0
5292,20260918,43.55,57.41,23.87,7122.0
5294,20260918,0.0,0.0,99.98,60.0
5295,20260918,70.39,85.65,4.12,157.0
5296,20260918,27.26,35.94,20.8,468.0
5297,20260918,10.26,18.74,58.31,8888.0
5299,20260918,44.69,50.97,40.21,16947.0
5301,20260918,74.03,80.1,9.77,3941.0
5302,20260918,45.86,50.75,32.73,12899.0
5304,20260918,86.33,88.1,9.01,32305.0
5306,20260918,64.41,69.79,20.47,11953.0
5307,20260918,32.2,41.19,35.48,35110.0
5309,20260918,27.33,33.97,51.29,70735.0
5310,20260918,36.18,57.01,13.09,7106.0
5312,20260918,50.64,55.75,24.38,5834.0
5314,20260918,40.03,44.44,34.53,77598.0
5315,20260918,21.21,30.35,42.66,51077.0
5321,20260918,45.89,60.31,18.21,7589.0
5324,20260918,75.22,81.31,9.84,20918.0
5325,20260918,27.55,33.49,58.91,20368.0
5328,20260918,35.46,39.48,53.17,77048.0
5336,20260918,0.0,0.0,89.56,2955.0
5340,20260918,52.32,59.19,31.51,29101.0
5344,20260918,73.54,75.59,18.44,6696.0
5345,20260918,78.88,78.88,10.59,6301.0
5346,20260918,28.35,37.69,36.76,263388.0
5347,20260918,81.07,84.4,11.13,114984.0
5348,20260918,40.79,53.12,21.28,1812.0
5351,20260918,30.98,38.19,45.68,115250.0
5353,20260918,37.82,55.4,23.63,6352.0
5355,20260918,63.76,70.74,16.11,30848.0
5356,20260918,39.55,44.01,38.22,53278.0
5364,20260918,61.31,70.3,13.31,7282.0
5372,20260918,12.51,23.67,50.81,5386.0
5376,20260918,28.33,33.74,38.41,3801.0
5381,20260918,48.86,55.96,30.74,27798.0
5385,20260918,18.19,23.89,59.24,8304.0
5386,20260918,32.37,36.76,51.71,30414.0
5387,20260918,90.18,91.32,7.9,141606.0
5388,20260918,34.87,44.47,38.42,37919.0
5392,20260918,32.12,35.64,50.91,65937.0
5395,20260918,0.0,0.0,65.56,2238.0
5398,20260918,44.19,58.21,18.47,41734.0
5403,20260918,31.25,47.11,34.09,9489.0
5410,20260918,26.98,33.65,49.55,56869.0
5414,20260918,48.11,59.72,21.83,5071.0
5425,20260918,28.29,35.18,53.81,106226.0
5426,20260918,52.77,55.67,33.52,35411.0
5432,20260918,51.4,54.1,40.29,5461.0
5434,20260918,38.97,55.38,25.7,32366.0
5438,20260918,74.38,75.2,16.6,37814.0
5439,20260918,22.93,36.19,44.19,35518.0
5442,20260918,14.62,20.66,40.25,4827.0
5443,20260918,33.61,39.33,48.91,66055.0
5450,20260918,79.37,81.3,11.34,11614.0
5452,20260918,38.51,42.72,45.15,68989.0
5455,20260918,89.0,93.99,2.8,3412.0
5457,20260918,46.26,51.95,32.51,17166.0
5460,20260918,38.44,57.07,28.14,31500.0
5464,20260918,58.83,72.49,14.23,4628.0
5465,20260918,68.79,72.27,19.84,7746.0
5467,20260918,82.8,86.4,6.62,1832.0
5468,20260918,60.76,65.69,23.06,6016.0
5469,20260918,68.18,72.85,19.07,36431.0
5471,20260918,18.53,26.53,56.45,68662.0
5473,20260918,0.0,0.0,99.96,2482.0
5474,20260918,48.5,56.66,35.32,7889.0
5475,20260918,17.93,23.65,63.79,61639.0
5478,20260918,72.96,79.21,13.99,41306.0
5481,20260918,56.07,65.12,15.39,42054.0
5483,20260918,52.96,59.62,31.74,151156.0
5484,20260918,33.97,37.96,52.97,33856.0
5487,20260918,47.88,71.31,13.98,7097.0
5488,20260918,34.18,46.39,30.71,41157.0
5489,20260918,82.62,85.4,7.64,3141.0
5490,20260918,25.61,33.72,41.19,69654.0
5492,20260918,98.66,98.66,1.31,1371.0
5493,20260918,25.01,44.92,33.35,5543.0
5497,20260918,15.67,26.29,39.58,4829.0
5498,20260918,29.96,34.76,54.21,69480.0
5501,20260918,24.3,28.1,39.39,6087.0
5505,20260918,50.79,65.5,15.74,5918.0
5506,20260918,58.45,66.77,14.37,7574.0
5508,20260918,65.86,69.0,22.95,18206.0
5511,20260918,59.92,68.54,14.9,6006.0
5512,20260918,54.74,61.68,22.25,78088.0
5514,20260918,87.59,92.31,3.27,10316.0
5515,20260918,63.26,71.3,15.19,11393.0
5516,20260918,60.51,70.82,10.79,1767.0
5519,20260918,51.16,57.22,28.46,18222.0
5520,20260918,73.58,83.79,4.81,1223.0
5521,20260918,52.84,59.63,23.04,62892.0
5522,20260918,85.9,88.23,7.36,17969.0
5523,20260918,89.24,92.5,3.09,2555.0
5524,20260918,11.6,30.78,35.33,3909.0
5525,20260918,84.14,88.41,5.23,4810.0
5529,20260918,68.05,73.79,10.85,11368.0
5530,20260918,79.43,83.14,8.86,11639.0
5531,20260918,83.46,86.0,7.43,14778.0
5532,20260918,5.88,31.03,21.35,820.0
5533,20260918,71.24,80.93,8.14,5548.0
5534,20260918,58.86,68.36,21.54,23019.0
5536,20260918,35.82,56.45,22.08,32759.0
5538,20260918,92.45,93.94,2.29,1300.0
5541,20260918,76.05,82.05,0.67,86.0
5543,20260918,50.34,73.31,7.4,1055.0
5546,20260918,76.1,84.09,5.68,1321.0
5547,20260918,58.82,67.46,12.1,1427.0
5548,20260918,58.19,64.99,16.51,2439.0
5601,20260918,47.23,79.68,4.94,866.0
5603,20260918,49.79,53.98,31.96,30045.0
5604,20260918,52.82,67.18,13.91,10906.0
5607,20260918,70.48,76.95,12.71,17008.0
5608,20260918,24.73,29.86,53.14,91389.0
5609,20260918,46.28,52.65,35.35,37843.0
5701,20260918,49.24,54.16,28.71,51585.0
5702,20260918,0.0,0.0,79.38,1936.0
5703,20260918,83.83,88.29,6.09,1937.0
5704,20260918,79.45,83.95,11.94,3375.0
5706,20260918,34.27,38.66,49.1,28277.0
5810,20260918,69.02,72.91,16.33,48611.0
5848,20260918,100.0,100.0,0.0,1.0
5859,20260918,96.13,96.81,1.23,3567.0
5863,20260918,77.08,81.46,9.83,27079.0
5864,20260918,60.77,68.46,15.05,15108.0
5867,20260918,100.0,100.0,0.0,1.0
5871,20260918,64.84,70.56,19.1,114497.0
5876,20260918,83.38,88.75,3.12,49990.0
5878,20260918,54.25,72.75,20.27,1789.0
5880,20260918,71.46,75.36,12.44,409528.0
5901,20260918,77.87,77.87,12.38,5001.0
5902,20260918,81.34,85.21,7.18,2583.0
5903,20260918,88.19,91.42,6.57,17316.0
5904,20260918,75.44,79.78,15.47,98740.0
5905,20260918,40.56,45.99,33.7,45784.0
5906,20260918,82.47,86.26,3.67,958.0
5907,20260918,64.12,69.01,15.57,5470.0
6005,20260918,66.88,70.4,18.22,118736.0
6015,20260918,44.28,51.28,27.68,73037.0
6016,20260918,45.04,51.34,26.51,79103.0
6020,20260918,96.26,96.91,1.66,1898.0
6021,20260918,86.97,91.14,3.69,4018.0
6023,20260918,80.96,84.23,9.43,18472.0
6024,20260918,65.6,69.66,20.12,17306.0
6026,20260918,41.56,51.13,26.92,43739.0
6027,20260918,93.72,95.65,1.47,830.0
6028,20260918,50.64,64.68,15.16,1568.0
6030,20260918,100.0,100.0,0.0,1.0
6031,20260918,100.0,100.0,0.0,1.0
6035,20260918,83.85,93.89,3.41,2285.0
6038,20260918,100.0,100.0,0.0,1.0
6039,20260918,100.0,100.0,0.0,1.0
6040,20260918,100.0,100.0,0.0,1.0
6101,20260918,78.64,88.12,6.98,3354.0
6103,20260918,83.83,90.69,7.52,3148.0
6104,20260918,12.26,19.35,61.74,56034.0
6107,20260918,34.7,40.96,34.1,5291.0
6108,20260918,49.33,56.28,25.0,51867.0
6109,20260918,36.59,49.45,26.0,34349.0
6110,20260918,7.19,18.44,36.48,2628.0
6111,20260918,40.57,45.69,40.91,45754.0
6112,20260918,55.63,58.75,32.67,34125.0
6113,20260918,52.17,53.24,33.66,8232.0
6114,20260918,65.48,72.79,16.53,5395.0
6115,20260918,56.05,60.23,28.14,14268.0
6116,20260918,40.49,43.08,44.67,364227.0
6117,20260918,49.94,55.35,34.41,13966.0
6118,20260918,51.7,56.69,31.79,8899.0
6120,20260918,55.29,59.31,25.48,59802.0
6121,20260918,48.33,66.44,17.1,19709.0
6122,20260918,23.04,32.93,47.18,35163.0
6123,20260918,33.34,43.87,37.72,10365.0
6124,20260918,92.35,93.76,5.78,8929.0
6125,20260918,30.62,35.11,53.65,91585.0
6126,20260918,32.47,36.93,47.78,70381.0
6127,20260918,16.65,21.12,66.91,74202.0
6128,20260918,54.75,60.54,23.0,7497.0
6129,20260918,12.85,16.42,65.69,32912.0
6130,20260918,48.99,65.25,17.41,29468.0
6131,20260918,29.63,41.19,32.66,5934.0
6132,20260918,15.68,35.5,34.91,4749.0
6133,20260918,42.96,50.85,35.41,22374.0
6134,20260918,48.45,55.1,31.58,17708.0
6135,20260918,34.27,38.45,34.96,7554.0
6136,20260918,34.69,47.03,35.97,44986.0
6137,20260918,26.71,38.83,34.49,11232.0
6138,20260918,33.96,46.6,36.14,31333.0
6139,20260918,51.72,62.26,24.82,55276.0
6140,20260918,34.47,45.4,43.98,9837.0
6141,20260918,38.46,50.38,33.03,18330.0
6142,20260918,51.55,58.69,23.13,46573.0
6143,20260918,17.65,26.1,61.05,55661.0
6144,20260918,89.54,89.54,8.54,1463.0
6146,20260918,41.82,54.25,25.8,20986.0
6147,20260918,60.64,65.38,27.81,154489.0
6148,20260918,33.68,35.2,48.44,28281.0
6149,20260918,35.09,39.03,37.75,3069.0
6150,20260918,12.01,16.22,68.96,39938.0
6151,20260918,22.5,35.61,39.44,19129.0
6152,20260918,16.52,24.29,50.72,40756.0
6153,20260918,40.76,46.62,35.61,80503.0
6154,20260918,54.44,63.35,25.17,10648.0
6155,20260918,48.65,52.57,37.5,15864.0
6156,20260918,32.83,39.54,38.66,38087.0
6158,20260918,32.85,42.07,37.17,36315.0
6160,20260918,29.99,38.76,44.19,48868.0
6161,20260918,35.28,40.82,41.93,23048.0
6162,20260918,43.9,52.0,26.39,3799.0
6163,20260918,35.21,43.87,40.49,46592.0
6164,20260918,14.76,22.56,52.06,46397.0
6165,20260918,38.38,50.95,25.54,41361.0
6166,20260918,65.94,74.09,15.42,16009.0
6167,20260918,36.49,43.69,34.53,25491.0
6168,20260918,49.12,52.2,36.48,32711.0
6169,20260918,26.44,31.09,51.39,40783.0
6170,20260918,54.92,57.86,29.99,33232.0
6171,20260918,78.37,87.48,6.38,2332.0
6172,20260918,85.37,91.42,7.05,1899.0
6173,20260918,58.98,65.19,28.67,54389.0
6174,20260918,56.73,62.92,28.08,9454.0
6175,20260918,57.4,61.14,32.06,22189.0
6176,20260918,34.02,43.21,40.79,61614.0
6177,20260918,67.61,75.94,12.44,20052.0
6179,20260918,40.35,50.22,30.11,48376.0
6180,20260918,46.53,50.85,40.54,57088.0
6181,20260918,7.17,12.14,49.34,3938.0
6182,20260918,22.9,26.66,63.19,240462.0
6183,20260918,71.05,77.44,10.82,37055.0
6184,20260918,67.84,72.17,16.34,7731.0
6185,20260918,37.53,49.95,29.08,46759.0
6186,20260918,48.62,53.37,29.06,61489.0
6187,20260918,30.64,52.6,24.25,52535.0
6188,20260918,36.84,42.49,45.2,68040.0
6189,20260918,24.45,35.2,49.72,63741.0
6190,20260918,26.9,35.73,51.74,60840.0
6191,20260918,53.4,58.11,32.56,80424.0
6192,20260918,45.52,55.73,23.1,8295.0
6193,20260918,56.69,61.39,25.44,8867.0
6194,20260918,39.23,57.41,23.89,4818.0
6195,20260918,52.4,54.09,36.96,11103.0
6196,20260918,65.84,70.28,17.26,33815.0
6197,20260918,35.79,44.47,44.28,51954.0
6198,20260918,93.58,94.58,3.1,6480.0
6199,20260918,79.08,83.76,7.44,1858.0
6201,20260918,61.43,69.11,21.34,5938.0
6202,20260918,34.46,41.27,45.49,56904.0
6203,20260918,52.21,59.22,33.79,10036.0
6204,20260918,25.64,29.71,63.85,22644.0
6205,20260918,39.45,45.21,39.87,12559.0
6206,20260918,45.46,54.87,29.57,16076.0
6207,20260918,7.86,15.65,72.48,68586.0
6208,20260918,52.09,65.45,25.61,12125.0
6209,20260918,30.01,37.85,51.14,62635.0
6210,20260918,36.44,54.11,29.23,3065.0
6212,20260918,86.12,91.83,2.5,964.0
6213,20260918,55.69,63.83,24.8,77758.0
6214,20260918,60.27,66.83,22.52,47789.0
6215,20260918,26.4,32.78,56.82,56140.0
6216,20260918,29.96,38.83,45.56,32397.0
6217,20260918,16.07,24.12,64.22,85490.0
6218,20260918,42.17,53.38,31.08,27770.0
6219,20260918,67.28,69.73,16.79,5797.0
6220,20260918,53.65,63.79,19.17,34517.0
6221,20260918,72.35,74.8,15.6,32316.0
6222,20260918,84.51,90.07,4.7,1838.0
6223,20260918,38.82,50.53,21.74,70560.0
6224,20260918,28.93,43.12,37.76,42001.0
6225,20260918,62.15,71.28,16.31,5571.0
6226,20260918,24.98,32.59,51.36,51912.0
6227,20260918,67.6,73.81,19.14,7093.0
6228,20260918,75.5,80.44,12.83,1852.0
6229,20260918,32.8,35.09,42.37,30475.0
6230,20260918,87.81,87.81,10.22,7502.0
6231,20260918,25.31,32.6,48.67,25627.0
6232,20260918,13.45,18.77,51.15,36850.0
6233,20260918,18.73,28.37,55.6,62027.0
6234,20260918,50.22,53.95,35.66,30728.0
6235,20260918,35.47,40.89,46.02,61076.0
6236,20260918,87.98,92.72,3.92,912.0
6237,20260918,12.7,18.81,65.47,72288.0
6239,20260918,56.13,61.77,29.7,187494.0
6240,20260918,70.93,85.27,7.54,1043.0
6241,20260918,52.92,56.69,26.22,5760.0
6242,20260918,55.47,63.71,22.84,3105.0
6243,20260918,17.67,20.77,67.44,59455.0
6244,20260918,26.23,32.25,50.39,94216.0
6245,20260918,41.6,45.1,35.86,19577.0
6246,20260918,53.99,62.99,23.98,32785.0
6248,20260918,43.62,48.91,34.15,32375.0
6249,20260918,0.0,14.82,45.61,207.0
6250,20260918,67.95,70.88,16.66,1161.0
6252,20260918,0.0,40.34,23.41,30.0
6253,20260918,0.0,0.0,56.41,452.0
6254,20260918,36.43,49.51,12.66,518.0
6256,20260918,0.0,0.0,81.68,456.0
6257,20260918,37.89,47.41,38.11,118281.0
6258,20260918,0.0,0.0,99.98,33.0
6259,20260918,41.09,42.78,40.24,9674.0
6261,20260918,30.67,39.99,46.44,54912.0
6262,20260918,16.81,28.67,42.86,1343.0
6263,20260918,40.96,44.11,40.45,11046.0
6264,20260918,67.49,71.82,12.71,4127.0
6265,20260918,37.61,44.05,41.31,37161.0
6266,20260918,31.6,38.84,39.9,45760.0
6267,20260918,0.0,0.0,99.98,11.0
6268,20260918,0.0,0.0,100.0,3.0
6269,20260918,25.29,32.02,51.27,82622.0
6270,20260918,36.56,40.98,44.21,33788.0
6271,20260918,40.38,48.94,38.22,65281.0
6272,20260918,34.8,50.64,29.01,5281.0
6274,20260918,53.87,63.31,24.49,123028.0
6275,20260918,23.41,29.64,53.28,36767.0
6276,20260918,48.78,50.92,41.42,29888.0
6277,20260918,43.65,57.83,29.22,9899.0
6278,20260918,52.11,62.62,26.87,43305.0
6279,20260918,38.66,47.35,36.53,19888.0
6280,20260918,99.95,99.95,0.04,172.0
6281,20260918,43.58,55.86,30.33,10323.0
6282,20260918,36.9,40.84,47.89,162261.0
6283,20260918,57.4,63.25,24.59,15194.0
6284,20260918,45.62,49.02,40.52,53747.0
6285,20260918,56.23,63.03,27.21,91094.0
6287,20260918,93.08,94.0,4.0,4209.0
6289,20260918,0.0,0.0,67.62,10246.0
6290,20260918,28.95,39.76,47.9,58765.0
6291,20260918,62.85,62.85,21.4,10955.0
6292,20260918,39.72,46.92,38.68,6882.0
6293,20260918,0.0,0.0,99.99,12.0
6294,20260918,33.46,37.3,49.99,12154.0
6295,20260918,0.0,22.33,48.42,348.0
6296,20260918,0.0,0.0,41.67,13.0
6297,20260918,99.9,99.9,0.08,21.0
6299,20260918,98.35,98.35,1.26,123.0
6402,20260918,48.9,64.01,13.77,2012.0
6403,20260918,41.54,41.54,31.16,2578.0
6404,20260918,63.48,67.09,20.2,9031.0
6405,20260918,37.41,52.2,28.79,6577.0
6406,20260918,53.35,58.18,18.91,1072.0
6407,20260918,30.16,37.38,36.61,5802.0
6409,20260918,53.3,67.11,16.03,18224.0
6411,20260918,21.8,34.57,45.99,56145.0
6412,20260918,74.21,78.01,15.63,23875.0
6414,20260918,48.28,62.42,20.25,20570.0
6415,20260918,65.12,79.42,8.13,27400.0
6416,20260918,37.88,48.16,31.29,22555.0
6417,20260918,54.18,68.53,10.3,1586.0
6418,20260918,52.61,57.38,23.71,2353.0
6419,20260918,32.17,39.98,40.95,27117.0
6423,20260918,23.04,40.79,32.31,3289.0
6425,20260918,34.27,43.29,44.76,9440.0
6426,20260918,38.79,50.27,27.44,17474.0
6427,20260918,100.0,100.0,0.0,1.0
6428,20260918,89.36,91.64,5.16,977.0
6429,20260918,11.88,38.13,26.5,268.0
6431,20260918,65.33,70.77,12.13,17633.0
6432,20260918,16.62,31.05,55.92,36173.0
6434,20260918,83.97,85.2,10.26,9034.0
6435,20260918,48.37,52.73,36.7,10391.0
6436,20260918,98.56,98.56,0.71,17.0
6437,20260918,40.87,65.0,13.12,403.0
6438,20260918,21.78,33.84,48.67,46105.0
6441,20260918,41.86,45.19,41.26,35100.0
6442,20260918,37.99,54.35,28.13,68594.0
6443,20260918,13.27,16.32,71.49,157637.0
6446,20260918,42.44,56.95,22.58,71575.0
6449,20260918,62.0,71.18,19.58,32710.0
6451,20260918,59.72,64.25,27.59,33897.0
6452,20260918,30.51,39.23,42.62,11638.0
6453,20260918,0.0,0.0,73.36,621.0
6455,20260918,51.48,68.48,11.11,563.0
6456,20260918,45.79,50.07,36.42,35651.0
6458,20260918,63.74,65.25,17.03,2714.0
6461,20260918,52.73,60.43,21.26,8398.0
6462,20260918,20.62,31.11,53.58,46650.0
6464,20260918,79.66,86.17,4.43,2164.0
6465,20260918,55.17,63.41,18.32,3253.0
6467,20260918,21.86,30.09,40.25,5910.0
6468,20260918,98.55,98.55,1.42,162.0
6469,20260918,40.8,47.69,39.06,29660.0
6470,20260918,40.01,41.81,48.21,27256.0
6471,20260918,0.0,0.0,93.15,359.0
6472,20260918,45.53,56.16,32.73,31192.0
6473,20260918,64.55,77.28,7.82,9752.0
6474,20260918,44.6,67.25,12.17,1618.0
6475,20260918,56.66,73.13,13.53,928.0
6477,20260918,37.23,40.63,45.85,30237.0
6479,20260918,79.32,86.79,5.23,876.0
6481,20260918,91.6,96.01,1.46,107.0
6482,20260918,65.78,67.6,23.37,2052.0
6483,20260918,18.76,43.7,18.05,17119.0
6484,20260918,100.0,100.0,0.0,1.0
6485,20260918,19.1,25.86,53.59,40973.0
6486,20260918,40.5,43.16,41.35,30406.0
6488,20260918,69.14,76.51,14.03,117277.0
6489,20260918,36.92,62.98,9.38,278.0
6490,20260918,64.16,70.62,9.29,425.0
6491,20260918,52.2,64.59,19.35,9219.0
6492,20260918,34.02,38.8,38.1,47279.0
6493,20260918,80.37,80.37,10.71,1069.0
6494,20260918,5.22,16.88,55.72,38293.0
6495,20260918,43.12,52.59,22.38,12152.0
6496,20260918,62.53,65.96,25.73,10154.0
6497,20260918,96.46,97.19,2.38,1556.0
6498,20260918,54.69,67.44,20.13,6791.0
6499,20260918,36.27,41.73,32.23,7738.0
6502,20260918,90.96,90.96,1.33,134.0
6503,20260918,80.41,80.41,5.64,77.0
6504,20260918,64.54,70.73,19.46,5119.0
6505,20260918,95.45,95.96,2.86,89833.0
6506,20260918,44.06,61.47,18.84,4256.0
6508,20260918,59.77,61.98,31.37,15055.0
6509,20260918,28.52,36.87,44.77,55823.0
6510,20260918,43.97,56.01,20.14,17070.0
6511,20260918,57.36,72.03,10.0,642.0
6512,20260918,17.69,36.02,27.22,6623.0
6515,20260918,36.3,49.47,22.41,47392.0
6516,20260918,43.18,53.4,24.91,3710.0
6517,20260918,17.96,19.69,57.81,22270.0
6518,20260918,74.1,84.49,7.22,516.0
6523,20260918,61.69,63.08,29.86,6145.0
6525,20260918,59.06,67.84,20.94,13383.0
6526,20260918,76.25,78.72,13.3,20794.0
6527,20260918,34.29,45.17,21.12,2126.0
6529,20260918,41.45,71.81,11.28,399.0
6530,20260918,8.93,15.35,62.98,35971.0
6531,20260918,51.81,64.81,18.01,44831.0
6532,20260918,18.46,35.27,42.93,29542.0
6533,20260918,15.87,19.69,61.32,35143.0
6534,20260918,76.76,84.22,7.94,1918.0
6535,20260918,55.97,64.09,19.25,10894.0
6538,20260918,23.61,52.32,23.54,36755.0
6539,20260918,75.51,85.23,6.52,1012.0
6540,20260918,98.57,99.05,0.41,131.0
6541,20260918,65.58,70.91,16.65,11984.0
6542,20260918,77.61,84.71,7.44,885.0
6543,20260918,49.8,66.39,6.22,12315.0
6545,20260918,37.79,44.15,35.93,1238.0
6546,20260918,29.91,41.21,42.45,12452.0
6547,20260918,28.74,35.8,36.68,50051.0
6548,20260918,85.04,87.57,8.74,29654.0
6549,20260918,16.14,31.44,31.83,25459.0
6550,20260918,73.07,76.61,13.84,25370.0
6551,20260918,79.32,83.69,8.96,1188.0
6552,20260918,55.76,58.37,30.68,7645.0
6555,20260918,64.58,69.52,17.98,4533.0
6556,20260918,63.65,77.44,13.0,1412.0
6558,20260918,38.61,41.7,47.49,46853.0
6559,20260918,31.62,52.92,32.04,1894.0
6560,20260918,32.29,40.51,33.99,3355.0
6561,20260918,70.07,72.86,16.14,7159.0
6562,20260918,50.33,52.76,30.17,11455.0
6563,20260918,10.33,31.47,23.6,1137.0
6564,20260918,59.59,65.05,22.74,3664.0
6565,20260918,28.73,39.95,21.17,1184.0
6566,20260918,79.36,84.51,7.61,663.0
6567,20260918,80.22,88.54,4.29,630.0
6568,20260918,29.94,41.91,36.26,24752.0
6569,20260918,60.79,68.08,21.17,4159.0
6570,20260918,29.84,44.65,36.21,7987.0
6572,20260918,64.99,68.78,18.9,4296.0
6573,20260918,59.23,64.22,27.06,5922.0
6574,20260918,75.44,79.53,13.0,2906.0
6575,20260918,51.06,54.4,22.85,6887.0
6576,20260918,60.81,67.82,16.49,30177.0
6577,20260918,68.34,74.0,17.3,3750.0
6578,20260918,57.44,64.36,20.47,18694.0
6579,20260918,82.48,84.43,10.45,7858.0
6580,20260918,44.53,57.79,19.58,3859.0
6581,20260918,86.88,90.0,5.02,2296.0
6582,20260918,71.21,74.26,17.68,9162.0
6583,20260918,53.46,82.44,6.95,313.0
6584,20260918,62.72,74.55,17.98,14615.0
6585,20260918,72.39,75.86,15.71,4415.0
6586,20260918,56.11,62.3,20.31,29257.0
6587,20260918,100.0,100.0,0.0,1.0
6588,20260918,18.13,24.08,52.13,41087.0
6589,20260918,50.25,57.85,26.82,22779.0
6590,20260918,28.77,56.87,23.35,2330.0
6591,20260918,20.08,25.61,55.19,44575.0
6592,20260918,75.7,79.81,13.44,25164.0
6593,20260918,29.85,45.96,43.31,34810.0
6595,20260918,57.3,80.57,4.78,8939.0
6596,20260918,22.73,26.8,58.45,17200.0
6597,20260918,72.45,81.19,8.46,928.0
6598,20260918,37.26,53.67,23.7,37012.0
6599,20260918,71.03,76.44,7.15,297.0
6601,20260918,84.46,86.87,4.94,361.0
6602,20260918,0.0,0.0,95.63,404.0
6603,20260918,39.04,54.51,27.65,24205.0
6604,20260918,78.45,84.21,7.99,996.0
6605,20260918,58.37,67.26,20.36,15750.0
6606,20260918,61.06,70.65,12.59,9541.0
6607,20260918,76.22,81.0,7.14,68.0
6608,20260918,93.72,96.78,2.6,313.0
6609,20260918,55.77,58.78,31.53,9455.0
6610,20260918,79.01,81.22,9.67,3676.0
6611,20260918,91.68,91.68,8.3,459.0
6612,20260918,44.56,64.92,18.13,2747.0
6613,20260918,55.52,59.44,28.93,10916.0
6614,20260918,73.63,74.21,17.0,3967.0
6615,20260918,35.88,51.51,36.1,5217.0
6616,20260918,53.92,62.11,19.96,1551.0
6617,20260918,59.79,67.6,18.55,7126.0
6618,20260918,17.46,27.91,37.46,35540.0
6620,20260918,50.19,63.76,19.01,19332.0
6621,20260918,23.52,36.84,35.79,32182.0
6622,20260918,53.34,65.39,10.85,923.0
6624,20260918,59.54,74.14,11.43,857.0
